,year,nlp,sentences,ocr,diff_random,diff_majority,bnert-time-st-y,bnert-time-y,bnert-time-y_masked_25,bnert-time-y_masked_75,diff-bnert-time-st-y,diff-bnert-time-y,diff-bnert-time-y_masked_25,diff-bnert-time-y_masked_75
287,1848,2194,"informationand acquirements or into the amount of their deposits inthe savings"" banks.—( hear.) they were already taxed ;they contributed towards the exigencies of the state; theyhad at least a property in their own limbs and nervous arms,and was not that enough to mark them out for constituents,for it must be borne in mind that is was not proposed tomake members of them? it was not necessary that theyshould be able to unravel the mystery of the spanish mar-riages, that they should be versed in the treaty of utrecht,or that they should philosophize on the norman conquest.it was only necessary that",0.9633,13,24,[1832],1844,1844,1847,16,4,4,1
288,1859,2194,"railways.ballymena and portrushbedale and leyburnbelfast and ballymenabelfast and county downbirkd., lane., & ches. juneblyth and tynebristol and exetercaledonianches.&holyllegd(with3lold)lcockermouth & workingtoncork and bandoncork, blackrock, & passagedeesidedublin & belfast junctiondublin and droghedadub. & wicklow (in.kingst )dundalk and enniskilleiidundee and arbroathdundee, perth, & aber. juneast angliane.counties,nrik.,&e.unioneast kente. l ancashire(in. blackburn)edinburgh and glasgowedinburgh, perth,& dundeeforth & clyde junctionfurnessglasgow & south-westerngreat northerngreat north of scotlandiwestn. (mud )treat westernsull and holderness ,.nverness &aberdeen junoirish south-easternkillarney junctionlancaster and carlisle (inkendal and windermere)lane. & yrks.(in.blackburn)limerick and foyuesllanellylondon & north-westernlondon and blackwalllondon & south-westernlond. brighton, & s. coastl'derry and enniskillenloud.. tilbury, & southendman.,sheffield, & lincolnshmanch. s.jun.& altrinchammar port and",0.8912,47,16,[1845],1846,1846,1854,14,13,13,5
289,1831,2194,"law intelligence-(tiiis day.)court of chancery.absence of counsel from illness.sir f. b. sugden has unfortunately been prevented throughillness (it is said the influenza) from attending court for a coupleof days.mr. tinney applied to his lordship, that a case in the_ papermight be permitted to stand over, in consequence of sir edwardsugden's not being able to be present.the lord chancellor refused to comply, farther thanat that moment to take the next case in the paper, leaving it tosee whether, without having to enter upon it, there would besufficient to occupy the day in the paper.mr. tinney said he was instructed to apply",0.9547,4,1,[1844],1844,1844,1844,13,13,13,13
290,1809,2194,"conse-',quenco of en application made 'to him by the witnesson the representation of .mrs. favourite ?--a. 'no.h never paid any, of think: bills, a ithpugli i knowit bait been so represented. . .[after some conversation on the subjea of any fur-ther notes, it was agreed, that mrs, clarke shouldftend town jo the house any, with dates, that shemight have received from. the duke of york afterher separation from him.] •q. 11.), sir t. tt.rwrosir—,does the witness recol-led, that in the.presenee of miss taylor, the pokeof york and the 'witness ever. talked of militar=y pro-niotioin —a, i am stir, i can't",0.7069,21,16,[1810],1810,1810,1806,1,1,1,3
291,1858,2194,"and of the agent tak-ing out the summons in a book, to be called thesummons-book, and return the summons (with thestamp obliterated) signed to the applicant, who isto serve a copy on the opposite party. this copy(except in cases where the consent of the party tobe served has been obtained and endorsed on thesummons) must be served on the opposite partyone clear day at least before the summons is re-turnable, and. before 7 p.m. on saturdays thecopy of the summons is to be served before 2 p.m."" 4. on the day, and at the hour named in thesummons, the party",0.9308,24,23,[1853],1853,1853,1853,5,5,5,5
292,1853,2194,"22s 6d. to 295, and yel-low at 29s 6d to 37s ; the present currency is, for the for-mer 28s to 33s 6d, and 34s to 39s for the latter. this after-noon the quantity of mauritius sugar offered at auction,was large, and comprised 11,500 bags partly of the newcrop; still the whole found buyers, and the rates obtainedwere 6d to is per cwt above those current previous to theholidays :-good to fine yellow realised 36s to 38s 6d, lowto middling 34s 6d. to 35s 6d, good to fine brown 32s to345, ordinary to middling 28s to 31s 6d, black 24s",0.9198,36,18,[1844],1844,1844,1844,9,9,9,9
293,1852,2194,"merchants (so far asregards janet ponler)—thomas hoskins and richardhales, of bath, butchers—lobart harrison and johnboddington. of manchester, hop merchants—alexandercollie and thomas baker bcknell, of manchester, com-mission merchants—williat aylott and john morrisjunes, of 8, paternoster-rcw, city, booksellers—wil-liam pickford and peter simm, of newport, monmouth-shire, provision merchants—john towle and thomasbarton, of hampton gay mills, oxfordshire, papermakers—john harris and jchn williacallarris, of ex-eter, surgeons--- enry darby and wil-liam- esher sim, of liverpool, merchants—alex-ander bewley and gaylard hidwen, of liverpool. whole-sale tea dealers—james snakh and arrow smith, ofsydnope, derbyshire, . nurserymen—joseph cowell andjohn key, of prestwich, lancashire, calico manufac-turers—henry peet and alfrel puckle, of",0.9407,10,12,[1845],1844,1842,1854,7,8,10,2
294,1842,2194,"at cheltenham', captaind asev.the bombay artillery, to charlotte mary, octid7, 00;01the late colonel kingston, of the eastinvcivil service. robert •on the 7th inst., at eltharn, the rev. ~/am,01milne vicar of south mims, middlesex, to 114,11t3eldest, 1/1daughter of benjamin currey, esq., oi. ""--l '0 sy/died.on the 7th instant, at torquay, devon, —°llijoit-eldest daughter of col. aspinwall, consul of al°at london, ag bins 26. williiis° pr 10on the 6th t., ann, the wife of mr. toolhighgate. ; if aogul./' a.at the manse of hoy, orkney, 1"" -t. b. macaulay, esq., m.p. ...ea ivat knockaderry, waterford, anastasia 8rii4,70 ca,at tsla.fgow, captain n. m.",0.7177,12,6,[1844],1844,1844,1844,2,2,2,2
295,1856,2194,"—s —sforeign red ...... 6/ 615white.... —scarraway ....... 42. 443coriander 253 28snunpseed, per quarter --slinseed, eng. ;owing „ 63; -crashing •• •• 52s 56sbalticodessalinseed cake, pr, ton—english ...101 5s 10 103foreign, porton it/ os 11 5a!tape cakes, pr ton 51.51 5 losrapeseed, pr qr. 82a 84trefoil, new..........tata:our market continues firwell supported. to-day, p.at 53s 6d to 535 9d per cwt.low.iu, and prices generally artir.c., on the spot, is quotedrough fat, 2s lid per albs.stook this day ..... ..price of y. c ....delivery last week .-.ditto from june 1....arrivals last week..ditto from junel....price of town1,552. 1853. 1854. 1, 1855.-- -- --.",0.7005,3,4,[1844],1849,1849,1849,12,7,7,7
296,1847,2194,"a summary of which appeared in oar impression ofsaturday :lard denman said the election of mr. grimshaw was bad.under any circumstances the council had no right to electhim at an adjourned meeting without notice. it had beenobjected that the election took place before the actual issue ofthe letters patent, and that mr. rogerson was not appointedunder seal, but if anything was wrong at the time ofthe election, everything was afterwards done that hecould do to make it valid. the town-council were officiallyinformed of the grant of the permission to hold quarter ses-sions. they then met and made the appointment, showingclearly",0.7731,17,9,[1847],1847,1863,1859,0,0,16,12
297,1857,2642,"waled value hie ei errethee, these reel pierahre. he thought each • mum errutterly lairdementie to the services performed, mad he believedthat would be the *air of ray rasa ia the couatry.osearel harrah ha out to. crimea, from •woulimindttlarm have 4edeoadacteds ender aristocraticpeeler . leaders,lorimlmirston could not anew the immersion ofthe boa. imam mgeadiag the crimes to per unnoticed.he thought the hon. member mast be la • mate of entire=at whelped,' ia that campaign ; most havethe beide of the alma and the tattle of laker:mann.he mar have forgotten those long months of *rads, ofdagger, and ef dimealty to which",0.6243,10,42,[1856],1855,1855,1855,1,2,2,2
298,1840,2088,"drawings, italian landscapes, &c.may be • viewedto-morrow, the 10th instant, when ca-talogues may be had at the rooms.modern furniture, china, glass, books,prints, etchings, 8( 21iiscellaneous ef-fects, anson-street, pembroke-place.by mr. byford,on friday next, the 12th instant, punctually at eleveno'clock. upon the premises, anson-street,rill-if] modern household furniture and effectsx of a gentleman changing his residence, comprising ex-cellent mahogany four-post and tent bedsteads, withmorinc and chintz hangings, good seasoned feather beds,mattresses and bedding, ladies' painted winged wardrobe,chests drawers, toilet tables and washstands, stainedrosewood chairs, dressing glasses, &c.the mahogany furnlture—secretaire and bookcase,with folding glazed doors, sideboard, sets chairs, sofa,loo, pembroke, and card tables, easy",0.9351,6,9,[1844],1859,1844,1844,4,19,4,4
299,1868,2194,"rapidly, anais becoming so painfully acute, that there is much reason tofear it will defeat its own purpose. your readers willremember that the pays recently published a revolu-tionary manifesto purporting to come from the committeeof paris. the pays added some very disrespectful cen-sure on queen victoria for allowing the revolutionists toassemble in leicester-square. this contemptible publica-tion was not noticed by the authorities, but a poor tailorhas been fined £2b and sentenced to two months' impri-sonment for reading aloud the self-same manifesto in awine-shop;?the restaurateurs of paris have decided that the price ofoysters shall not be altered this season. there is",0.9664,26,11,[1848],1867,1867,1867,20,1,1,1
300,1855,2194,"ner loadboth hay and straw sold slowly, at our quotations.",0.9481,10,1,[1849],1847,1846,1853,6,8,9,2
301,1860,2194,"the king pro-mises to give it, and publishes aspic ited proclamationto his soldiers. it completely "" takes the wind outof"" the imperial warning. the soldiers are to enterto establish civil order, to allow the people freelyto express their wishes, not to fight against thearmies of any of the powers, but to rid the provincesof the foreign adventurers which infest them. hepreserves peace with all the great powers, offersprovocation to none, but will rid central italy of aconstant cause of trouble and discord. hewill respect the seat of the chief of thechurch, and give him any necessary guaranteesfor independence—and as to",0.9749,51,6,[1859],1860,1859,1859,1,0,1,1
302,1868,2194,"and enterprisewhich distinguished the whole affair were charac-teristic of the anglo-saxon race, and showed asmuch as anything could the many points in commonbetween england and america. mr. field madean interesting reply, an i touched briefly but effec-tively upon the many difficulties that hedgedround the path of the prom)ters of the scheme.the best proof of the complete success of the workwas attested by the fact that "" two cables were inperfect working order across the most stormyocean, a distance of nearly two thousand miles, andthat messages were passing with lightning speedfrom continent to continent."" ile paid a tribute tothe works of",0.9514,6,14,[1863],1864,1864,1864,5,4,4,4
